ID_Atendimento;Data_Atendimento;Tipo_Atendimento;Status;Meio_Contato;Tempo_Resolucao_minutos;Avaliacao
2242;2023-04-11 12:40:55;Suporte Técnico;Sem Solução;Chat Online;95;2
2243;2023-01-16 21:04:02;Cancelamento;Resolvido;Telefone;44;2
2244;2024-10-26 03:03:08;Informação;Encaminhado;Chat Online;12;2
2245;2023-07-22 13:42:51;Cancelamento;Sem Solução;Telefone;27;2
2246;2023-10-14 13:20:07;Suporte Técnico;Encaminhado;WhatsApp;19;1
2247;2024-09-28 08:46:39;Reclamação;Encaminhado;Chat Online;39;2
2248;2023-09-24 21:13:48;Informação;Encaminhado;Chat Online;104;4
2249;2024-02-24 01:40:32;Reclamação;Pendente;WhatsApp;15;0
2250;2023-03-11 05:36:16;Informação;Pendente;WhatsApp;66;0
2251;2024-09-12 12:27:19;Vendas;Sem Solução;E-mail;72;1
2252;2024-04-15 02:06:30;Informação;Pendente;Telefone;29;4
2253;2023-11-14 23:44:32;Suporte Técnico;Sem Solução;Telefone;30;2
2254;2023-02-06 04:01:22;Suporte Técnico;Resolvido;Telefone;62;0
2255;2024-11-05 02:20:01;Suporte Técnico;Encaminhado;WhatsApp;31;2
2256;2023-06-04 12:33:56;Cancelamento;Resolvido;Telefone;118;5
2257;2024-05-03 09:43:46;Reclamação;Resolvido;WhatsApp;;1
2258;2023-11-18 10:32:39;Suporte Técnico;Resolvido;WhatsApp;36;1
2259;2023-03-13 06:51:07;Vendas;Sem Solução;WhatsApp;50;1
2260;2023-08-03 03:55:25;Suporte Técnico;Sem Solução;Chat Online;84;2
2261;2023-01-30 09:08:28;Cancelamento;Encaminhado;WhatsApp;28;0
2262;2023-08-18 12:47:05;Vendas;Pendente;Telefone;105;0
2263;2024-06-12 13:52:16;Reclamação;Encaminhado;Telefone;91;2
2264;2024-11-14 13:43:08;Cancelamento;Pendente;Chat Online;;2
2265;2024-05-08 22:22:11;Suporte Técnico;Sem Solução;WhatsApp;98;5
2266;2023-01-01 21:34:34;Cancelamento;Encaminhado;Chat Online;90;5
2267;2024-08-25 23:46:21;Informação;Resolvido;WhatsApp;27;2
2268;2024-08-18 14:37:56;Reclamação;Sem Solução;E-mail;25;3
2269;2023-09-03 04:55:35;Informação;Encaminhado;E-mail;58;0
2270;2024-11-25 21:36:59;Cancelamento;Encaminhado;WhatsApp;30;2
2271;2024-08-11 02:16:31;Vendas;Encaminhado;Telefone;57;3
2272;2024-04-21 07:50:44;Cancelamento;Sem Solução;E-mail;60;0
2273;2023-12-10 09:56:12;Vendas;Resolvido;WhatsApp;84;2
2274;2024-04-16 09:04:52;Suporte Técnico;Sem Solução;E-mail;17;5
2275;2023-03-19 11:10:33;Informação;Sem Solução;Telefone;44;0
2276;2023-04-21 22:36:20;Suporte Técnico;Encaminhado;E-mail;23;2
2277;2023-01-01 05:01:14;Informação;Pendente;Telefone;5;5
2278;2024-10-27 22:32:15;Vendas;Sem Solução;Telefone;57;4
2279;2023-11-23 03:22:16;Vendas;Encaminhado;Telefone;;4
2280;2024-05-15 09:00:47;Cancelamento;Sem Solução;Telefone;106;0
2281;2023-09-23 11:00:13;Cancelamento;Sem Solução;WhatsApp;93;4
2282;2024-05-07 03:36:45;Suporte Técnico;Encaminhado;E-mail;99;1
2283;2024-02-07 15:00:44;Informação;Encaminhado;WhatsApp;35;0
2284;2023-01-25 21:27:47;Suporte Técnico;Encaminhado;Telefone;16;1
2285;2024-08-07 11:51:34;Informação;Resolvido;Chat Online;34;0
2286;2023-04-20 14:57:03;Suporte Técnico;Encaminhado;E-mail;110;3
2287;2023-04-13 01:29:49;Reclamação;Resolvido;Chat Online;99;1
2288;2023-04-27 05:20:26;Vendas;Resolvido;E-mail;26;3
2289;2024-01-07 00:10:49;Suporte Técnico;Encaminhado;E-mail;17;4
2290;2024-09-12 10:20:08;Cancelamento;Pendente;Telefone;40;2
2291;2024-11-19 20:55:50;Suporte Técnico;Resolvido;WhatsApp;118;3
2292;2023-04-06 20:07:30;Reclamação;Encaminhado;Telefone;;0
2293;2023-08-27 18:15:15;Informação;Sem Solução;Telefone;117;1
2294;2024-05-07 13:38:30;Cancelamento;Resolvido;WhatsApp;28;2
2295;2024-05-25 00:22:18;Informação;Pendente;WhatsApp;22;3
2296;2024-07-06 09:41:48;Suporte Técnico;Resolvido;Telefone;112;3
2297;2023-12-08 12:49:07;Reclamação;Resolvido;WhatsApp;2;2
2298;2024-01-12 16:25:03;Vendas;Pendente;Telefone;;3
2299;2024-10-21 07:37:07;Vendas;Sem Solução;WhatsApp;90;5
2300;2023-03-20 23:43:21;Suporte Técnico;Pendente;Telefone;66;1
2301;2024-09-19 23:05:33;Suporte Técnico;Encaminhado;E-mail;66;5
2302;2024-04-14 20:46:48;Cancelamento;Sem Solução;Telefone;116;3
2303;2023-04-03 03:13:49;Informação;Sem Solução;WhatsApp;34;0
2304;2024-06-30 05:04:08;Vendas;Pendente;E-mail;45;2
2305;2023-03-06 08:10:16;Suporte Técnico;Sem Solução;E-mail;101;1
2306;2024-01-15 03:17:55;Suporte Técnico;Resolvido;Telefone;65;5
2307;2023-02-23 11:22:52;Vendas;Sem Solução;WhatsApp;105;5
2308;2023-12-13 16:01:22;Vendas;Sem Solução;E-mail;44;5
2309;2024-03-19 03:20:01;Reclamação;Resolvido;Chat Online;;5
2310;2024-02-18 11:40:15;Cancelamento;Resolvido;E-mail;68;3
2311;2023-12-29 10:23:21;Cancelamento;Pendente;Telefone;85;3
2312;2024-10-17 23:10:24;Cancelamento;Sem Solução;WhatsApp;42;1
2313;2023-02-09 20:51:46;Reclamação;Pendente;E-mail;59;5
2314;2023-01-19 15:54:46;Cancelamento;Resolvido;Chat Online;88;1
2315;2024-06-07 23:24:01;Informação;Encaminhado;E-mail;23;1
2316;2023-12-29 05:07:53;Reclamação;Sem Solução;Chat Online;76;1
2317;2023-01-19 10:47:34;Informação;Sem Solução;E-mail;;1
2318;2023-05-19 16:04:19;Informação;Sem Solução;Chat Online;26;0
2319;2023-05-28 04:26:22;Informação;Resolvido;Chat Online;56;1
2320;2023-03-07 04:01:29;Vendas;Encaminhado;Chat Online;87;3
2321;2024-07-19 09:53:20;Suporte Técnico;Pendente;WhatsApp;118;3
2322;2023-02-17 06:56:28;Reclamação;Resolvido;Telefone;65;0
2323;2023-09-09 18:43:53;Cancelamento;Encaminhado;WhatsApp;;4
2324;2023-08-04 23:13:41;Suporte Técnico;Resolvido;Chat Online;113;3
2325;2023-05-28 09:48:06;Informação;Encaminhado;E-mail;4;4
2326;2024-01-30 08:36:20;Suporte Técnico;Sem Solução;E-mail;103;5
2327;2024-01-08 15:38:50;Reclamação;Encaminhado;Chat Online;105;2
2328;2024-08-08 18:20:56;Suporte Técnico;Resolvido;Chat Online;113;1
2329;2023-12-21 03:50:11;Vendas;Pendente;E-mail;10;0
2330;2024-04-12 03:33:21;Reclamação;Sem Solução;E-mail;114;4
2331;2024-10-08 14:51:33;Suporte Técnico;Resolvido;WhatsApp;;2
2332;2023-12-23 11:12:34;Suporte Técnico;Encaminhado;WhatsApp;108;5
2333;2024-04-25 16:00:43;Cancelamento;Sem Solução;E-mail;78;5
2334;2023-07-29 10:24:28;Informação;Resolvido;WhatsApp;;3
2335;2024-04-06 19:33:00;Suporte Técnico;Encaminhado;WhatsApp;69;2
2336;2024-10-06 04:39:09;Suporte Técnico;Sem Solução;E-mail;7;4
2337;2024-05-05 14:23:37;Suporte Técnico;Sem Solução;Chat Online;118;3
2338;2024-06-07 15:51:36;Cancelamento;Resolvido;WhatsApp;44;0
2339;2024-10-24 21:10:01;Informação;Encaminhado;E-mail;7;5
2340;2023-07-18 06:37:17;Vendas;Sem Solução;Chat Online;12;2
2341;2023-06-19 22:49:59;Cancelamento;Resolvido;WhatsApp;64;2
2342;2023-09-08 16:26:58;Suporte Técnico;Encaminhado;Telefone;;2
2343;2023-09-25 14:32:50;Informação;Pendente;Chat Online;19;5
2344;2024-02-26 18:35:57;Vendas;Pendente;Telefone;;3
2345;2024-04-12 01:27:37;Vendas;Sem Solução;E-mail;57;4
2346;2023-05-15 20:40:07;Cancelamento;Pendente;WhatsApp;80;2
2347;2023-05-09 10:01:27;Informação;Sem Solução;Telefone;78;0
2348;2024-03-11 01:07:53;Suporte Técnico;Encaminhado;E-mail;13;1
2349;2023-11-23 02:47:45;Informação;Encaminhado;Telefone;49;4
2350;2023-02-22 00:36:47;Vendas;Sem Solução;E-mail;113;0
2351;2023-06-30 18:50:02;Cancelamento;Resolvido;WhatsApp;70;2
2352;2024-11-04 14:11:54;Cancelamento;Resolvido;WhatsApp;99;4
2353;2023-07-29 05:36:29;Reclamação;Resolvido;Telefone;62;3
2354;2024-09-13 02:26:35;Informação;Encaminhado;WhatsApp;32;2
2355;2024-06-25 03:19:30;Reclamação;Pendente;Telefone;118;5
2356;2023-03-08 04:43:22;Informação;Pendente;E-mail;114;2
2357;2023-10-26 19:40:37;Suporte Técnico;Encaminhado;E-mail;12;0
2358;2023-05-08 22:22:41;Reclamação;Encaminhado;Chat Online;11;1
2359;2023-11-30 20:49:14;Cancelamento;Sem Solução;WhatsApp;113;0
2360;2023-07-15 13:11:57;Suporte Técnico;Pendente;Chat Online;9;0
2361;2024-05-20 16:43:54;Cancelamento;Resolvido;E-mail;99;5
2362;2023-02-23 11:47:59;Suporte Técnico;Encaminhado;Chat Online;23;2
2363;2024-02-21 00:11:07;Informação;Encaminhado;E-mail;35;5
2364;2023-06-17 02:25:30;Cancelamento;Resolvido;Telefone;24;4
2365;2023-03-16 20:44:50;Cancelamento;Resolvido;E-mail;49;3
2366;2023-10-01 09:33:48;Informação;Resolvido;E-mail;36;3
2367;2024-11-23 14:29:17;Suporte Técnico;Encaminhado;Telefone;59;5
2368;2024-06-25 15:40:42;Suporte Técnico;Pendente;Chat Online;11;0
2369;2024-03-14 10:03:27;Vendas;Resolvido;Chat Online;90;4
2370;2023-02-02 15:28:20;Reclamação;Encaminhado;Telefone;3;4
2371;2024-07-12 19:05:53;Suporte Técnico;Pendente;Chat Online;33;4
2372;2023-09-11 18:59:06;Suporte Técnico;Resolvido;Chat Online;88;0
2373;2024-10-07 18:37:29;Informação;Sem Solução;Chat Online;113;5
2374;2023-04-29 05:19:23;Informação;Pendente;E-mail;93;5
2375;2024-07-17 23:07:08;Suporte Técnico;Encaminhado;Telefone;25;2
2376;2023-01-13 18:01:29;Cancelamento;Sem Solução;E-mail;70;1
2377;2024-01-09 15:26:29;Cancelamento;Encaminhado;Chat Online;19;5
2378;2024-05-14 19:56:36;Reclamação;Sem Solução;WhatsApp;74;2
2379;2023-04-01 22:41:13;Reclamação;Resolvido;E-mail;68;5
2380;2023-06-23 02:20:33;Cancelamento;Resolvido;Telefone;35;4
2381;2024-08-18 03:59:55;Cancelamento;Encaminhado;E-mail;80;0
2382;2023-10-05 10:08:22;Suporte Técnico;Pendente;WhatsApp;65;1
2383;2023-03-07 00:49:16;Reclamação;Encaminhado;Telefone;24;1
2384;2024-03-13 10:09:53;Reclamação;Sem Solução;E-mail;67;5
2385;2023-03-12 03:29:11;Suporte Técnico;Sem Solução;E-mail;4;5
2386;2023-05-08 09:12:10;Cancelamento;Sem Solução;Telefone;9;1
2387;2023-03-27 12:09:21;Informação;Encaminhado;Telefone;116;0
2388;2023-01-12 10:11:09;Suporte Técnico;Sem Solução;E-mail;24;0
2389;2024-11-19 09:34:32;Suporte Técnico;Encaminhado;Telefone;87;5
2390;2023-06-06 13:25:15;Vendas;Pendente;E-mail;109;0
2391;2024-11-21 21:35:58;Cancelamento;Pendente;Chat Online;16;1
2392;2024-04-13 03:58:03;Cancelamento;Resolvido;Chat Online;54;1
2393;2024-11-23 16:32:32;Vendas;Sem Solução;Chat Online;116;1
2394;2024-04-22 18:21:26;Suporte Técnico;Sem Solução;WhatsApp;45;4
2395;2024-03-04 00:29:14;Suporte Técnico;Pendente;Chat Online;46;2
2396;2024-03-10 04:36:49;Cancelamento;Pendente;Telefone;92;0
2397;2024-02-07 07:09:50;Vendas;Resolvido;Chat Online;116;0
2398;2023-07-12 18:34:52;Informação;Sem Solução;E-mail;72;0
2399;2024-03-22 12:38:51;Reclamação;Encaminhado;Telefone;59;5
2400;2023-12-22 16:38:22;Vendas;Sem Solução;Chat Online;68;1
2401;2023-09-06 23:46:25;Cancelamento;Pendente;Chat Online;48;2
2402;2023-07-14 08:18:28;Cancelamento;Resolvido;Chat Online;51;0
2403;2023-01-28 12:14:26;Informação;Resolvido;Telefone;92;2
2404;2023-01-17 16:10:45;Reclamação;Pendente;Telefone;;0
2405;2024-10-11 15:47:15;Informação;Pendente;Telefone;113;0
2406;2023-12-31 03:11:43;Vendas;Pendente;Chat Online;90;2
2407;2023-09-02 09:24:56;Vendas;Encaminhado;Telefone;116;4
2408;2023-03-31 02:22:02;Vendas;Pendente;WhatsApp;97;3
2409;2024-03-22 12:38:42;Cancelamento;Sem Solução;WhatsApp;74;1
2410;2023-11-27 03:22:05;Vendas;Resolvido;Chat Online;8;3
2411;2024-01-21 10:12:27;Reclamação;Sem Solução;Telefone;;4
2412;2024-09-30 21:49:20;Cancelamento;Encaminhado;WhatsApp;88;2
2413;2023-07-04 01:42:51;Informação;Encaminhado;E-mail;48;3
2414;2023-12-23 01:43:40;Informação;Resolvido;WhatsApp;79;1
2415;2023-09-29 04:55:18;Informação;Encaminhado;WhatsApp;62;3
2416;2023-07-26 08:52:45;Reclamação;Pendente;Telefone;11;0
2417;2023-04-10 16:08:07;Informação;Sem Solução;WhatsApp;17;1
2418;2024-06-30 09:25:07;Reclamação;Sem Solução;Telefone;22;2
2419;2023-09-11 19:55:59;Vendas;Sem Solução;E-mail;117;4
2420;2023-08-14 05:37:23;Suporte Técnico;Resolvido;Chat Online;86;5
2421;2024-03-21 23:28:39;Suporte Técnico;Encaminhado;WhatsApp;12;2
2422;2024-08-12 17:31:10;Suporte Técnico;Pendente;E-mail;45;2
2423;2023-11-11 21:27:42;Informação;Resolvido;E-mail;;3
2424;2023-06-25 20:34:38;Reclamação;Encaminhado;Chat Online;17;4
2425;2023-01-01 22:30:30;Informação;Sem Solução;E-mail;53;0
2426;2024-02-07 03:02:11;Reclamação;Encaminhado;Chat Online;17;1
2427;2023-10-07 02:03:05;Cancelamento;Pendente;Chat Online;58;5
2428;2024-06-22 17:11:22;Suporte Técnico;Sem Solução;WhatsApp;9;5
2429;2023-04-13 05:20:02;Reclamação;Encaminhado;Chat Online;104;1
2430;2023-12-23 05:36:14;Vendas;Pendente;Chat Online;;1
2431;2024-03-24 23:39:47;Suporte Técnico;Sem Solução;Chat Online;83;5
2432;2024-03-19 21:12:32;Informação;Resolvido;E-mail;;5
2433;2024-01-14 12:50:16;Cancelamento;Sem Solução;Telefone;77;5
2434;2024-01-28 12:33:26;Cancelamento;Encaminhado;Chat Online;59;5
2435;2023-04-27 16:42:17;Reclamação;Pendente;Chat Online;38;5
2436;2024-08-25 19:22:47;Cancelamento;Encaminhado;E-mail;58;0
2437;2023-02-08 02:15:59;Vendas;Resolvido;WhatsApp;103;0
2438;2024-05-02 20:38:44;Suporte Técnico;Resolvido;Chat Online;89;1
2439;2024-05-19 00:36:45;Reclamação;Resolvido;Chat Online;9;0
2440;2023-02-27 10:33:26;Suporte Técnico;Sem Solução;Chat Online;34;1
2441;2023-07-02 03:00:04;Suporte Técnico;Pendente;Chat Online;92;2
2442;2023-04-13 17:37:08;Cancelamento;Sem Solução;E-mail;101;3
2443;2024-01-01 20:20:46;Suporte Técnico;Resolvido;Telefone;116;0
2444;2024-05-10 23:08:28;Vendas;Encaminhado;Chat Online;40;2
2445;2023-10-06 08:15:01;Reclamação;Encaminhado;E-mail;3;4
2446;2023-08-04 14:44:19;Reclamação;Sem Solução;WhatsApp;50;3
2447;2023-04-06 22:03:24;Suporte Técnico;Pendente;E-mail;84;0
2448;2023-09-20 01:24:28;Cancelamento;Pendente;E-mail;49;0
2449;2024-07-08 08:31:51;Informação;Pendente;Chat Online;98;3
2450;2023-11-25 04:36:23;Reclamação;Sem Solução;Chat Online;71;1
2451;2024-09-25 17:44:00;Vendas;Sem Solução;Telefone;15;0
2452;2023-05-12 17:34:06;Vendas;Encaminhado;WhatsApp;113;1
2453;2023-08-12 23:22:13;Suporte Técnico;Encaminhado;E-mail;99;4
2454;2024-11-14 15:01:22;Reclamação;Sem Solução;WhatsApp;55;2
2455;2023-03-14 06:36:17;Cancelamento;Pendente;Chat Online;106;1
2456;2023-09-24 20:36:44;Cancelamento;Pendente;E-mail;7;3
2457;2024-07-17 17:55:16;Reclamação;Pendente;Telefone;21;3
2458;2023-08-24 01:08:30;Cancelamento;Pendente;Chat Online;5;2
2459;2024-07-15 14:25:12;Suporte Técnico;Pendente;WhatsApp;90;2
2460;2023-04-10 19:40:42;Informação;Encaminhado;Chat Online;77;2
2461;2023-12-05 05:06:00;Suporte Técnico;Resolvido;E-mail;115;2
2462;2024-11-24 04:04:33;Reclamação;Sem Solução;WhatsApp;104;2
2463;2023-12-13 09:15:25;Cancelamento;Pendente;WhatsApp;90;2
2464;2024-10-26 17:15:45;Reclamação;Sem Solução;E-mail;60;2
2465;2023-09-11 05:07:52;Suporte Técnico;Pendente;Telefone;78;4
2466;2024-01-23 23:17:50;Reclamação;Resolvido;Chat Online;85;0
2467;2023-09-05 18:41:15;Reclamação;Pendente;Chat Online;15;2
2468;2023-03-28 08:31:08;Suporte Técnico;Pendente;WhatsApp;115;2
2469;2023-01-14 14:32:46;Suporte Técnico;Resolvido;WhatsApp;41;0
2470;2023-04-25 00:32:33;Suporte Técnico;Resolvido;Chat Online;111;0
2471;2024-03-01 20:47:25;Reclamação;Pendente;Telefone;108;0
2472;2023-11-17 20:44:36;Suporte Técnico;Encaminhado;Telefone;115;4
2473;2024-11-19 21:28:32;Reclamação;Pendente;Telefone;36;3
2474;2023-02-09 05:15:52;Cancelamento;Encaminhado;Telefone;;4
2475;2023-06-16 04:53:13;Vendas;Sem Solução;E-mail;1;1
2476;2023-07-31 23:27:21;Reclamação;Sem Solução;Chat Online;60;1
2477;2024-09-14 06:14:09;Vendas;Pendente;WhatsApp;;3
2478;2023-04-24 15:04:59;Vendas;Sem Solução;Chat Online;36;2
2479;2024-02-25 04:53:04;Vendas;Resolvido;WhatsApp;23;2
2480;2023-03-24 23:43:53;Informação;Encaminhado;Chat Online;54;3
2481;2024-04-16 07:18:46;Vendas;Encaminhado;WhatsApp;41;4
2482;2024-03-04 21:28:44;Cancelamento;Sem Solução;Chat Online;7;0
2483;2024-02-19 06:17:26;Vendas;Resolvido;Telefone;;4
2484;2024-01-26 10:16:55;Vendas;Pendente;E-mail;87;5
2485;2024-09-05 18:38:22;Suporte Técnico;Sem Solução;Chat Online;;1
2486;2024-07-14 22:07:24;Informação;Resolvido;E-mail;118;4
2487;2023-01-03 22:59:55;Informação;Sem Solução;E-mail;23;0
2488;2024-02-05 00:14:55;Suporte Técnico;Resolvido;Telefone;35;0
2489;2023-06-18 01:48:31;Suporte Técnico;Encaminhado;Chat Online;;4
2490;2024-08-17 04:04:32;Vendas;Sem Solução;Telefone;55;3
2491;2023-09-17 08:32:11;Vendas;Resolvido;Chat Online;41;4
2492;2023-04-09 01:53:41;Informação;Encaminhado;E-mail;108;2
2493;2023-04-17 09:13:57;Reclamação;Encaminhado;WhatsApp;53;5
2494;2023-03-14 07:01:38;Vendas;Sem Solução;Chat Online;24;4
2495;2023-05-25 17:35:33;Suporte Técnico;Sem Solução;E-mail;33;1
2496;2023-05-11 17:01:31;Suporte Técnico;Sem Solução;WhatsApp;116;0
2497;2023-10-16 09:17:42;Reclamação;Sem Solução;Telefone;90;2
2498;2024-02-09 14:42:40;Suporte Técnico;Resolvido;Chat Online;74;1
2499;2024-10-22 21:39:50;Suporte Técnico;Resolvido;Telefone;108;0
2500;2024-03-20 05:59:30;Informação;Pendente;WhatsApp;;3
2501;2024-02-12 13:05:03;Suporte Técnico;Sem Solução;E-mail;11;2
2502;2023-01-26 18:49:50;Informação;Sem Solução;Telefone;75;5
2503;2024-03-01 02:41:32;Suporte Técnico;Pendente;E-mail;64;5
2504;2024-05-29 21:25:21;Reclamação;Resolvido;Telefone;89;3
2505;2024-05-02 15:59:21;Reclamação;Encaminhado;E-mail;4;4
2506;2024-05-03 08:40:09;Reclamação;Sem Solução;WhatsApp;117;0
2507;2024-01-25 21:13:27;Cancelamento;Sem Solução;Telefone;94;2
2508;2023-04-27 09:48:13;Vendas;Resolvido;E-mail;29;2
2509;2024-11-06 02:42:47;Cancelamento;Encaminhado;E-mail;119;4
2510;2024-11-30 05:41:47;Suporte Técnico;Pendente;WhatsApp;8;3
2511;2024-05-07 10:01:04;Cancelamento;Resolvido;WhatsApp;34;1
2512;2023-11-29 03:19:47;Vendas;Pendente;E-mail;36;5
2513;2024-06-02 23:08:33;Informação;Resolvido;Telefone;75;4
2514;2023-02-22 00:34:47;Vendas;Encaminhado;WhatsApp;28;4
2515;2024-07-23 13:49:20;Suporte Técnico;Encaminhado;WhatsApp;118;2
2516;2023-09-17 02:35:09;Vendas;Pendente;E-mail;115;5
2517;2024-01-01 20:21:51;Suporte Técnico;Encaminhado;WhatsApp;42;4
2518;2024-05-10 20:50:53;Suporte Técnico;Pendente;E-mail;24;0
2519;2023-03-29 22:33:52;Suporte Técnico;Pendente;Telefone;76;4
2520;2023-01-10 20:01:16;Suporte Técnico;Pendente;E-mail;37;4
2521;2024-03-31 00:14:08;Suporte Técnico;Resolvido;Chat Online;3;4
2522;2024-08-12 12:44:47;Reclamação;Encaminhado;WhatsApp;68;0
2523;2024-09-28 23:41:34;Reclamação;Sem Solução;Telefone;78;3
2524;2024-08-18 00:03:02;Informação;Pendente;WhatsApp;21;0
2525;2023-06-06 02:52:47;Reclamação;Resolvido;Telefone;118;2
2526;2024-09-30 04:36:19;Cancelamento;Pendente;E-mail;14;3
2527;2023-05-29 13:52:39;Reclamação;Sem Solução;Chat Online;67;3
2528;2023-02-17 20:30:53;Cancelamento;Pendente;WhatsApp;118;2
2529;2023-08-18 10:34:33;Cancelamento;Sem Solução;Chat Online;53;1
2530;2024-04-15 06:06:54;Suporte Técnico;Sem Solução;Telefone;;4
2531;2023-06-22 06:22:34;Informação;Pendente;WhatsApp;8;1
2532;2023-10-27 03:03:28;Cancelamento;Sem Solução;Chat Online;77;2
2533;2023-11-15 18:39:10;Cancelamento;Resolvido;WhatsApp;110;5
2534;2023-02-12 05:31:48;Reclamação;Pendente;WhatsApp;58;3
2535;2023-08-05 05:58:05;Suporte Técnico;Pendente;Chat Online;107;3
2536;2024-11-08 19:42:22;Suporte Técnico;Sem Solução;Chat Online;29;0
2537;2023-04-08 13:47:31;Reclamação;Sem Solução;WhatsApp;2;4
2538;2024-10-29 16:50:43;Reclamação;Encaminhado;Telefone;94;4
2539;2023-06-12 21:00:44;Suporte Técnico;Resolvido;WhatsApp;114;1
2540;2023-09-29 15:56:34;Informação;Resolvido;Chat Online;32;2
2541;2023-11-20 21:17:41;Suporte Técnico;Sem Solução;Chat Online;106;1
2542;2023-06-30 15:11:25;Cancelamento;Pendente;Chat Online;104;2
2543;2023-08-07 21:47:14;Informação;Resolvido;Telefone;33;4
2544;2024-04-07 12:20:00;Cancelamento;Pendente;E-mail;31;5
2545;2024-06-03 19:26:29;Suporte Técnico;Sem Solução;Telefone;;5
2546;2024-04-29 19:10:27;Informação;Pendente;E-mail;44;0
2547;2023-10-17 13:27:52;Cancelamento;Sem Solução;WhatsApp;46;0
2548;2023-08-06 18:09:01;Cancelamento;Pendente;WhatsApp;71;4
2549;2023-10-11 19:20:06;Vendas;Pendente;Chat Online;45;3
2550;2024-05-11 17:22:36;Informação;Sem Solução;Chat Online;32;0
2551;2023-12-15 19:01:51;Vendas;Resolvido;E-mail;105;1
2552;2023-07-20 01:51:31;Informação;Pendente;Chat Online;118;5
2553;2024-02-07 05:13:13;Suporte Técnico;Encaminhado;WhatsApp;106;5
2554;2024-11-18 14:24:01;Suporte Técnico;Pendente;E-mail;96;1
2555;2023-10-26 02:08:37;Cancelamento;Sem Solução;E-mail;80;0
2556;2023-12-09 13:54:50;Vendas;Pendente;Chat Online;34;5
2557;2023-05-15 08:14:48;Informação;Sem Solução;Telefone;46;1
2558;2024-05-06 18:19:16;Reclamação;Pendente;E-mail;72;3
2559;2023-02-28 08:32:20;Vendas;Sem Solução;WhatsApp;;0
2560;2024-09-24 20:43:45;Cancelamento;Pendente;Chat Online;67;4
2561;2024-06-12 10:03:48;Vendas;Encaminhado;Chat Online;29;2
2562;2024-05-13 17:09:49;Informação;Sem Solução;Telefone;64;3
2563;2024-08-03 10:09:17;Reclamação;Sem Solução;E-mail;46;1
2564;2023-01-14 18:26:11;Vendas;Pendente;WhatsApp;60;4
2565;2024-03-17 19:15:10;Reclamação;Pendente;WhatsApp;68;5
2566;2024-11-29 00:32:05;Vendas;Encaminhado;Telefone;5;2
2567;2023-06-13 10:27:22;Suporte Técnico;Resolvido;Chat Online;41;4
2568;2024-03-09 00:56:44;Suporte Técnico;Pendente;WhatsApp;118;2
2569;2024-01-13 21:30:17;Suporte Técnico;Resolvido;Telefone;1;4
2570;2024-05-10 01:34:58;Reclamação;Resolvido;Chat Online;4;3
2571;2023-06-08 19:10:01;Reclamação;Pendente;E-mail;17;0
2572;2023-02-11 06:51:59;Suporte Técnico;Pendente;E-mail;24;0
2573;2023-06-13 01:00:40;Suporte Técnico;Resolvido;E-mail;8;1
2574;2024-02-16 11:52:05;Cancelamento;Sem Solução;WhatsApp;95;5
2575;2023-10-01 07:48:11;Suporte Técnico;Pendente;E-mail;52;2
2576;2024-11-25 12:24:52;Suporte Técnico;Sem Solução;E-mail;8;0
2577;2024-08-11 04:38:49;Informação;Pendente;Telefone;;2
2578;2024-01-29 07:55:30;Cancelamento;Encaminhado;E-mail;115;4
2579;2024-04-09 09:56:23;Informação;Pendente;Chat Online;63;1
2580;2023-08-04 17:30:05;Cancelamento;Sem Solução;WhatsApp;96;1
2581;2024-03-19 20:24:46;Suporte Técnico;Sem Solução;E-mail;105;5
2582;2023-05-15 13:32:49;Suporte Técnico;Encaminhado;Chat Online;55;3
2583;2024-02-29 07:07:41;Vendas;Resolvido;Telefone;38;3
2584;2023-11-05 15:20:00;Vendas;Sem Solução;Telefone;120;1
2585;2023-03-16 02:21:24;Cancelamento;Pendente;Telefone;70;4
2586;2023-02-06 15:44:48;Informação;Resolvido;Chat Online;113;3
2587;2024-01-26 10:14:58;Informação;Pendente;Chat Online;118;2
2588;2024-07-03 18:10:10;Suporte Técnico;Encaminhado;WhatsApp;;2
2589;2023-04-19 00:36:41;Informação;Pendente;WhatsApp;61;2
2590;2023-04-17 10:26:58;Vendas;Pendente;Chat Online;10;0
2591;2023-09-10 22:28:29;Suporte Técnico;Sem Solução;Chat Online;31;2
2592;2024-04-03 21:30:05;Vendas;Encaminhado;Chat Online;56;0
2593;2024-11-20 08:34:00;Cancelamento;Sem Solução;Telefone;88;3
2594;2024-07-09 21:05:34;Suporte Técnico;Encaminhado;E-mail;;1
2595;2023-11-24 14:30:48;Vendas;Pendente;E-mail;94;0
2596;2024-02-20 06:54:23;Informação;Resolvido;Telefone;22;5
2597;2024-05-14 00:06:02;Reclamação;Encaminhado;Telefone;35;0
2598;2023-11-04 04:49:07;Informação;Pendente;Telefone;80;2
2599;2024-08-26 02:59:01;Vendas;Resolvido;Telefone;74;0
2600;2023-10-24 10:41:20;Suporte Técnico;Resolvido;Chat Online;71;2
2601;2023-10-31 10:35:16;Vendas;Sem Solução;E-mail;86;3
2602;2023-09-26 20:17:38;Informação;Resolvido;WhatsApp;118;2
2603;2023-07-20 16:50:51;Reclamação;Sem Solução;E-mail;36;4
